search 	 搜索
will it storm in charles pinckney national historic site 	 它会在查尔斯·平克尼国家历史遗址中暴风雨吗
restaurant 	 餐厅
i need a table for 2 on feb 18 at main deli steak house 	 我需要一张2月2日在主要熟食店的餐桌
movie 	 电影
i need information on movie schedules 	 我需要有关电影时间表的信息
restaurant 	 餐厅
book reservations at a nearby restaurant in montenegro for four people 	 在黑山附近的一家餐厅预订四人
music 	 音乐
play me a nineties sound track 	 播放九十年代的音乐
music 	 音乐
use vimeo to play de camino a clase playlist 	 使用vimeo播放de camino的单曲播放列表
movie 	 电影
give me a list showtimes for the night of taneyamagahara 	 给我一个列出山根原之夜的放映时间
search 	 搜索
find the show the naked gun 	 找到节目裸枪
search 	 搜索
what type of movie is houston press ? 	 休斯顿出版社发行什么类型的电影？
music 	 音乐
play spotify 	 玩Spotify
search 	 搜索
find the show titled the most charming and attractive 	 找到标题最迷人，最吸引人的节目
search 	 搜索
could i download chavez inside the coup ? 	 我可以在政变中下载查韦斯吗？
music 	 音乐
play some mf doom from the sixties on pandora 	 在潘多拉（Pandora）上玩六十年代的MF末日
weather 	 天气
will the wind die down at my current location by supper time? 	 晚饭时间风会在我现在的位置消失吗？
restaurant 	 餐厅
find a reservation at boone tavern for 4 people in 10 24 	 在boone tavern上预订适合4人的10 24
weather 	 天气
is there a snowstorm in the forecast for el cenizo 	 El Cenizo的预报中有暴风雪吗
restaurant 	 餐厅
i want seats for 4 at a sichuan food restaurant in indonesia 	 我想在印尼的一家四川美食餐厅坐4人
weather 	 天气
what s the weather in hi 	 你好天气如何
weather 	 天气
tell me the weather forecast for here 	 告诉我这里的天气预报
music 	 音乐
play some google music 	 播放一些Google音乐
movie 	 电影
what films are playing at the closest movie house ar 	 最近的电影院里正在放什么电影
music 	 音乐
play a ballad from 1997 	 播放1997年的民谣
restaurant 	 餐厅
i need a reservation for a restaurant now with a party of 9 in hilt 	 我现在需要订座9人聚会的饭店
search 	 搜索
find the album future of the past 	 找到过去的专辑
weather 	 天气
is it going to be rainy in kings valley kosovo next mon 	 下星期一星期一科索沃国王谷会下雨吗
music 	 音乐
use slacker to listen to seventies music 	 用懒散的人听七十年代的音乐
restaurant 	 餐厅
book a restaurant with parking for three people 	 预订一家带停车场的餐厅，可容纳三个人
music 	 音乐
play strength of street knowledge on groove shark 	 发挥鲨鱼街头知识的力量
weather 	 天气
is there weather going to get chilly when i get close to new york ? 	 当我接近纽约时，天气会变冷吗？
restaurant 	 餐厅
book a restaurant in gate city for 5 people 	 在盖特城预订一家餐厅，供5人使用
search 	 搜索
find half a sixpence photograph 	 找到六便士的照片
weather 	 天气
let me get the forecast in allardt canada 	 让我得到加拿大阿勒德的天气预报
music 	 音乐
put on vimeo and play kacapi suling 	 穿上vimeo玩kacapi suling
movie 	 电影
what time is three cuckoo clocks playing? 	 三个布谷鸟钟在几点钟玩？
music 	 音乐
play kurt cobain ballad tunes 	 播放库尔特·科本民谣曲调
search 	 搜索
show the immortal grand prix 	 展示不朽的大奖赛
music 	 音乐
use netflix to play bizzy bone kiss me goodnight sergeant major 	 使用netflix播放bizzy骨亲吻我晚安中士专业
music 	 音乐
play me a song by teitur lassen on groove shark 	 在槽鲨上播放teitur lassen的歌曲
restaurant 	 餐厅
i would like to book a fry sauce bar for jul 3 2019 	 我想预定2019年7月3日的炸酱酒吧
movie 	 电影
is blood is not fresh water playing at this movie theatre at 2 am ? 	 凌晨2点在这个电影院放血是不是淡水？
music 	 音乐
play some popular bryan gregory songs 	 播放一些流行的bryan gregory歌曲
weather 	 天气
what s the weather in paulette yemen 	 保罗·也门的天气如何
restaurant 	 餐厅
i want to book a restaurant for supper in kellerton for 2 	 我想在凯勒顿预订一家餐厅吃2晚饭
music 	 音乐
play the music genre synthpop 	 播放音乐类型synthpop
search 	 搜索
please help me find the short program saga 	 请帮助我找到简短的节目传奇
restaurant 	 餐厅
can i get a table for 3 in gu at a restaurant in the neighboring area that serves chicken french ? 	 我可以在附近地区的一家提供法式鸡肉的餐厅里买3桌顾区餐桌吗？
restaurant 	 餐厅
book this week for their step sisters workplace close 	 预订本周的姊姊工作场所休假
movie 	 电影
find movie times 	 查找电影时间
search 	 搜索
i want to watch the television show champion 	 我想看电视节目冠军
restaurant 	 餐厅
id like reservations for two at a pizzeria 22 weeks from now 	 id喜欢从现在起22周在一家比萨店预订
movie 	 电影
find a movie house closest with beethoven lives upstairs 	 在楼上找到与贝多芬最近的电影院
weather 	 天气
what will the weather be a nine in willow river state park ? 	 柳河州立公园的天气将是九点钟吗？
weather 	 天气
is the weather going to be colder in gu in 11 years 	 谷区11年的天气会变冷吗
movie 	 电影
what animated movies are playing nearby 	 附近正在播放哪些动画电影
search 	 搜索
find your personal touch 	 找到你的个人风格
search 	 搜索
find a show called friday download 	 查找名为星期五下载的节目
music 	 音乐
play some geir jenssen 	 玩一些盖尔·詹森
weather 	 天气
show the forecast nearby in twenty two minutes in french polynesia 	 在法属波利尼西亚在22分钟内显示附近的天气预报
search 	 搜索
where can i find conduct unbecoming ? 	 我在哪里可以找到不良行为？
movie 	 电影
will i be able to watch camping-car at movie house at 6 pm ? 	 我可以在下午6点在电影院看露营车吗？
movie 	 电影
i want to see the happy thieves at marcus corporation can you show me movie times 	 我想看看马库斯公司的快乐小偷，你能给我看电影吗
restaurant 	 餐厅
book a theme restaurant in cameroon for 6 people 	 在喀麦隆预订主题餐厅，可容纳6人
music 	 音乐
play my hype playlist on youtube 	 在youtube上播放我的炒作播放列表
music 	 音乐
play the track that would be something from eden ahbez 	 播放伊甸园·阿比兹的曲目
weather 	 天气
what will the weather be like in the falkland islands starting may 25 2022 	 从2022年5月25日开始，福克兰群岛的天气将会如何
search 	 搜索
please get me stories from the english and scottish ballads show 	 请给我讲英语和苏格兰民谣节目的故事
restaurant 	 餐厅
book me a reestaurant that is close in the country of cocos islands 	 给我预订一家在科科斯群岛（Cocos Islands）国家附近的餐馆
restaurant 	 餐厅
reservea table for five people on september second in gabon 	 9月2日在加蓬为五人准备的餐桌
music 	 音乐
play the best chant of 1975 	 演奏1975年的最佳歌曲
weather 	 天气
what s the weather in niagara 	 尼亚加拉的天气如何
movie 	 电影
find movies at the nearest cinema 	 在最近的电影院查找电影
weather 	 天气
is it freezing in offerman california ? 	 加利福尼亚的提议者会冻结吗？
movie 	 电影
what is the closest movie house playing what the swedish butler saw 	 瑞典男管家看到的最近的电影院在哪里
search 	 搜索
i want to watch the show food force 	 我想看表演食物的力量
search 	 搜索
find the video game the sims 3 generations 	 找到电子游戏模拟人生3代
restaurant 	 餐厅
i need a table at somewhere within walking distance of nv on november the 24th 2027 	 2027年11月24日，我需要在步行距离之内的某处摆放一张桌子
restaurant 	 餐厅
book a tavern on lincolns birthday lincolns day 	 在林肯生日林肯日预订一家小酒馆
search 	 搜索
show the trailer of deadly skies 	 显示致命天空的预告片
restaurant 	 餐厅
book a restaurant in three points 	 预订三分餐厅
movie 	 电影
what time is the bride wore boots playing 	 新娘什么时候穿靴子玩
search 	 搜索
i want to listen to the song first time for everything 	 我想第一时间听这首歌
music 	 音乐
play sixties theme music 	 播放六十年代主题音乐
search 	 搜索
play me east side story 	 玩我东边的故事
movie 	 电影
i need to know what theatre is playing a happy coersion 	 我需要知道哪个剧院正在扮演快乐的胁迫
weather 	 天气
will there be fog not far from mexico on apr 27 	 4月27日离墨西哥不远的地方会有雾吗
restaurant 	 餐厅
book a table on 6 14 2035 at a bakery within walking distance of equatorial guinea that serves paella 	 在6 14 2035年的一家面包店预订餐桌，赤道几内亚步行即可到达西班牙海鲜饭
weather 	 天气
can you tell me the weather forecast for six am in grenada 	 你能告诉我格林纳达早上六点的天气预报吗
music 	 音乐
use iheart radio to play eighties music from hugh masekela 	 使用iheart电台播放Hugh Masekela的80年代音乐
music 	 音乐
play me something by funtwo 	 通过funtwo玩我
movie 	 电影
what movie schedule are in the area for animated movies 	 动画电影区域中的电影时间表是什么
weather 	 天气
is it going to be warmer 165 days from now at nairobi national park 	 内罗毕国家公园从现在起165天会变暖吗
weather 	 天气
tell me if it ll be freezing 333 days from now in caplinger mills florida 	 告诉我从现在开始在佛罗里达卡普林格磨房会冻结333天
weather 	 天气
weather for noon in ca 	 加利福尼亚中午天气
restaurant 	 餐厅
book something for me and my wife at a restaurant in four weeks 	 在四个星期内为我和我的妻子在一家餐厅预订东西
movie 	 电影
find the nearest place at four o clock with a movie house showing wow the kid gang of bandits 	 在四点钟附近找到最近的地方，那里有一家电影院，上面有土匪的孩子帮
weather 	 天气
is it forecast to be hot in greenland this winter ? 	 预计这个冬天格陵兰岛会很热吗？
movie 	 电影
what time is the dungeonmaster playing at amc theaters 	 地下城主什么时候在AMC剧院玩
restaurant 	 餐厅
book a restaurant for me and my mother in law in montserrat 	 在蒙特塞拉特为我和我的岳母预订餐厅
music 	 音乐
play an album from the fourties 	 播放四十年代的专辑
weather 	 天气
what is the weather forecast for ridge farm new york 	 纽约山脊农场的天气预报是什么
weather 	 天气
what will the weather be like 1 minute from now within the same area of my current location 	 在我当前位置的同一区域，从现在开始1分钟后天气会怎样？
weather 	 天气
is it going to be windy faraway from the valley of fire 	 离火谷远一点有风吗
